Category,Count,Acreage,State,Average of Very Unhealthy Days,Average of Hazardous Days,Average of Max AQI,Average of 90th Percentile AQI,Average of Days CO,Average of Median AQI,Average of Days NO2,Average of Days Ozone,Average of Days SO2,Average of Days PM2.5,Average of Days PM10,Average of Good Days,Average of Moderate Days,Average of Unhealthy for Sensitive Groups Days,Average of Unhealthy Days,Commercial,Electric Power,Residential,Industrial,Transportation,Total
 Sweet Corn,14,3.1,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Pop or Orn Corn,10705,2380.7,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Mint,3496,777.5,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Barley,93207,20728.7,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Durum Wheat,13056,2903.6,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Spring Wheat,3518037,782392.6,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Winter Wheat,2791881,620899.4,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Rye,139715,31071.9,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Oats,1274045,283340.8,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Millet,568851,126509.4,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Canola,3282,729.9,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Flaxseed,16348,3635.7,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Safflower,54516,12124.1,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Alfalfa,5859693,1303164.4,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Other Hay/Non Alfalfa,9814343,2182657.3,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Buckwheat,10246,2278.7,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Dry Beans,30840,6858.7,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Other Crops,25601,5693.5,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Misc Vegs & Fruits,253,56.3,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Chick Peas,1135,252.4,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Lentils,515,114.5,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Peas,143649,31946.8,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Clover/Wildflowers,3680,818.4,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Sod/Grass Seed,22292,4957.6,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Switchgrass,8091,1799.4,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
 Fallow/Idle Cropland,8894893,1978176.6,SD,0.0,0.0,95.4,50.4,0.0,33.1,4.4,205.5,0.1,104.6,49.9,324.4,39.7,0.4,0.0,0.9,2.9,1.2,4.0,6.7,15.6
